岩場,區域,路線ID,路線名稱,路線英文名,難度,找到數量,建議影片（標題 | URL）,選擇的YouTube影片,選擇的Instagram貼文
龍洞,長巷,LD-LONG-LANE-424,天梯內角,Sky Ladder Dihedral,5.9,0,,,
龍洞,長巷,LD-LONG-LANE-425,倒走天梯 (舊：牛奶小子),Sky Ladder (Milky Boy),5.10b,0,"20180318 龍洞長巷 倒走天梯        https://www.youtube.com/watch?v=G2U4N23jma0
攀岩 龍洞 長巷/倒走天梯        https://www.youtube.com/watch?v=cnHiMlaCp7Y
龍洞 長巷 倒走天梯 攀岩小紀錄        https://www.youtube.com/watch?v=rePyV-mdkd4        戶外江      ",,
龍洞,長巷,LD-LONG-LANE-426,非想 (又名：八仙過海),Inconceivable,5.11a,1,"攀岩 龍洞 長巷/非想 | https://www.youtube.com/watch?v=PWezXmks0oM
",,
龍洞,長巷,LD-LONG-LANE-427,發想,Plausible,5.10b,0,,,
龍洞,長巷,LD-LONG-LANE-428,香蕉芭樂 (又名：犀牛角),Guava Banana,5.11c,0,,,
龍洞,長巷,LD-LONG-LANE-429,犀牛內角,Rhino Dihedral,5.11b,1,龍洞 攀岩 長巷 犀牛內角 5.11b | https://www.youtube.com/watch?v=rjYEQ6oV1h0,,
龍洞,長巷,LD-LONG-LANE-430,金門斜板,Golden Gate Slab,5.8,1,龍洞 5.8 內傾 金門斜板 | https://www.youtube.com/watch?v=L9cGQqPu2Kw,,
龍洞,長巷,LD-LONG-LANE-431,金門天花板,Golden Gate Roof,5.12b,0,,,
龍洞,長巷,LD-LONG-LANE-432,限制級,Rated R,5.12b,0,,,
龍洞,長巷,LD-LONG-LANE-433,輔導級,Rated PG,5.12a,0,,,
龍洞,長巷,LD-LONG-LANE-434,普通級,Rated G,5.11c,1,龍洞 長巷 普通級 11c 阿顯rp | https://www.youtube.com/watch?v=iuK4WeKvuEE,,
龍洞,長巷,LD-LONG-LANE-435,消防梯,Fireman's Ladder,5.7,0,,,
龍洞,長巷,LD-LONG-LANE-436,美德牌坊,Virtues on a Street Sign,5.9,1,龍洞   5.9 長巷 第一人稱 美德牌坊 | https://www.youtube.com/watch?v=whhYkl1VRwc,,
龍洞,長巷,LD-LONG-LANE-437,忠孝,Zhongxiao,5.10a,0,,,
龍洞,長巷,LD-LONG-LANE-438,仁愛,Renai,5.10b,0,,,
龍洞,長巷,LD-LONG-LANE-439,信義,Xinyi,5.10b,0,,,
龍洞,長巷,LD-LONG-LANE-440,和平,Heping,5.10c,0,,,
龍洞,長巷,LD-LONG-LANE-441,杯弓蛇影,Fear Only Fear Itself,5.11a,0,,,
龍洞,長巷,LD-LONG-LANE-442,產道,Birth Canal,5.12a,0,,,
龍洞,長巷,LD-LONG-LANE-443,翻天手 (又名：非非想),Reach for the Sky,5.11b,0,"龍洞「翻天手」傳攀第一試	https://www.youtube.com/watch?v=jZnnS6XIVm8
龍洞「翻天手」傳攀	https://www.youtube.com/watch?v=JXjjh0vYtQw",,
龍洞,長巷,LD-LONG-LANE-444,長巷內角,Long Lang Dihedral,5.8,0,,,
龍洞,長巷,LD-LONG-LANE-445,危石,Long Lang Loose,5.8,0,,,
龍洞,長巷,LD-LONG-LANE-446,上馬,In the Saddle,5.11b,0,,,
龍洞,長巷,LD-LONG-LANE-447,四點不動,Four Points Frozen,5.11d,0,,,
龍洞,長巷,LD-LONG-LANE-448,天勾,Skyhook,5.11a,1,"100.06.18於龍洞趴趴先鋒凹洞懸岩&賴皮先鋒天勾.AVI | https://www.youtube.com/watch?v=EjQwWpNo-zU
20161224 龍洞 長巷 天鉤 5.11a        Sammy Chen   https://www.youtube.com/watch?v=pEX3978iL_Y
龍洞 長巷 天鉤 5.11子涵        https://www.youtube.com/watch?v=TQsT9yp0xJE
20161224 龍洞 長巷 天鉤 5.11a 俊延	Sammy Chen	https://www.youtube.com/watch?v=YZm8oJA8UFI",,
龍洞,長巷,LD-LONG-LANE-449,凹洞內角,Pocket Dihedral,5.9,0,,,
龍洞,長巷,LD-LONG-LANE-450,凹洞懸岩,Pocket Overhang,5.10a,1,龍洞 凹洞懸岩冒雨快速撤退 | https://www.youtube.com/watch?v=AIOCj00FWfk,,
龍洞,長巷,LD-LONG-LANE-451,四海一家,Family,5.11c,0,,,
龍洞,長巷,LD-LONG-LANE-452,五十二,Fifty-Two,5.12b,0,,,
龍洞,長巷,LD-LONG-LANE-453,阿飛,A-Fei,5.12b,0,,,
龍洞,長巷,LD-LONG-LANE-454,長巷岩角,Long Lang Arête,5.11c,0,,,
龍洞,長巷,LD-LONG-LANE-455,綠色和平,Greenpeace,5.7,1,,,
龍洞,長巷,LD-LONG-LANE-456,十字裂隙,Cross,5.9,0,,,
龍洞,長巷,LD-LONG-LANE-457,海之畫,Upon a Painted Ocean,5.9,0,,,
龍洞,長巷,LD-LONG-LANE-458,一刀屠龍,Slayer Direct,5.10c,0,,,
龍洞,長巷,LD-LONG-LANE-459,弒龍者,Dragonslayer,5.9,1,20210402 弒龍者 Crux 正解 | https://www.youtube.com/watch?v=KzqRil2kZSw,,
龍洞,長巷,LD-LONG-LANE-460,白龍夢,Dream of White Dragons,5.9,0,,,
龍洞,長巷,LD-LONG-LANE-461,橋八,Bridge Eight,5.8,0,,,
龍洞,長巷,LD-LONG-LANE-462,黃金內角,Golden Dihedral,5.7,0,,,
龍洞,長巷,LD-LONG-LANE-463,金手指,Goldfinger,5.9,0,,,
龍洞,長巷,LD-LONG-LANE-464,超級芭蕾舞,Super Ballet,5.12b,0,,,
龍洞,長巷,LD-LONG-LANE-465,橫渡獨木橋畔,Monobridge Traverse,5.11c,0,,,
龍洞,長巷,LD-LONG-LANE-466,蜻蜓,Dragonfly,5.7,0,,,
龍洞,長巷,LD-LONG-LANE-467,金魚藻,Snapdragon,5.6,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-101,裙舞,Lap Dance,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-102,拉斯塔法里海鳥,Rastafarian Seabirds,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-103,危險遊戲,Dangerous Games,5.10c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-104,潛行者,Stalker,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-105,殺人狂,Psycho Killer,5.11d,1,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-106,匏瓜抓狂,BA Insanity,5.10a,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-107,語言學家,Cunning Linguist,5.10c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-108,愛你久久,Love You Long Time,5.10c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-109,魚骨秀,Fillet Show,5.8,1,Long Dong 109. 魚骨秀 Fillet Show 5.8 (Trad) | https://www.youtube.com/watch?v=3GJSv5uBtGs,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-110,快樂收場,Happy Endings,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-111,貓的離場,The Cat’s Away,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-112,貓戰,Catfight,5.10c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-113,弩砲,Catapult,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-114.1,瞞天過海 | P1,Ocean’s Eleven | P1,5.10c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-114.2,瞞天過海 | P2,Ocean’s Eleven | P2,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-115.1,濕濕毛毛 | P1,Wet and Hairy | P1,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-115.2,濕濕毛毛 | P2,Wet and Hairy | P2,5.11b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-116.1,雙色 | P1,Bi Color | P1,5.10c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-116.2,雙色 | P2,Bi Color | P2,5.11a,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-116.3,雙色 | P3,Bi Color | P3,5.10a,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-117.1,一起爬傳攀 | P1,Let’s Do the Trad | P1,5.6,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-117.2,一起爬傳攀 | P2,Let’s Do the Trad | P2,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-117.3,一起爬傳攀 | P3,Let’s Do the Trad | P3,5.7,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-118,前奏,Prelude,5.5,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-119,高潮,Climax,5.10c,1,Taiwan Rock Climbing : Climax/高潮 | https://www.youtube.com/watch?v=0kHu7Wj5CEs,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-120,安可,Come Again,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-121,舞進五月天,Tanz in Den Mai,5.10c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-122,豆腐塔,Tofu Tower,5.10a,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-123.1,華西街 | P1,Snake Alley | P1,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-123.2,華西街 | P2,Snake Alley | P2,5.10a,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-124,橘子之旅,Tangerine Trip,5.11a,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-125,柳橙汁,Orange Juice,5.12a,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-126,大南瓜,Great Pumpkin,5.11c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-127.0,冷壽司,Cold Sushi,5.10c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-128.0,珍珠項鍊,PearlNecklace,5.10a,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-129.0,需要檳榔,Bring the Betel Nut,5.12b,1,龍洞-黃金谷-浪之外-需要檳榔5.12b(Top Rope)2024/04/21 | https://www.youtube.com/watch?v=f4ulJQiY78Y,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-130.0,黃金勇氣,Goldline,5.11a,0,2020/10/09 - 龍洞 - 黃金谷 | 黃金勇氣 - ZY首試	https://www.youtube.com/watch?v=-8sCc4rHyZ0	陳震宇	龍洞 黃金勇氣 優化版	https://www.youtube.com/watch?v=VqSDDEr4i-8	張賢正,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-131.0,黃金浴,Golden Shower,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-132.0,黃金菊,Goldenrod,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-133.0,金大支,Goldmember,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-134.0,黃金俱樂部,Gold Club,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-135.0,淘金客,Golddigger,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-136.0,金光,Nugget,5.7,1,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-137.0,閃閃,Glitter,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-138.0,YumYum 斜板,YumYum Slab,5.10d,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-139.0,白臉 (舊：白面人),White-Faced Man,5.11b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-140.0,黑臉 (舊：黑面人),Black-Faced Man,5.12a,1,"龍洞 - 黃金谷 - 黑臉 (Long Dong - Gold Valley - Black-Faced Man) | https://www.youtube.com/watch?v=VZRS6XCB2AQ
攀岩 龍洞 黃金谷/黑臉	https://www.youtube.com/watch?v=VSDncuuK6rs",,
龍洞,黃金谷,LD-GOLDEN-VALLEY-141.0,西岸,West Coast,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-142.0,我愛台灣,I Love Taiwan,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-143.0,東岸,East Coast,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-144.0,黑金,Black Gold,5.9,1,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-145.0,黑與棕,Black & Tan,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-146.0,黑魔法巫婆,Black Magic Woman,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-147.0,明明呆不到,Just Dyno,5.12c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-148.0,現實的制約,Conditional Reality,5.11b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-149.0,大濟路線,TC Route,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-150.0,Thierry,,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-151.0,黃金傳奇,Golden Legend,5.13d,1,2018 0325 宛怡攀登黃金傳奇 | https://www.youtube.com/watch?v=Xum-7BS-XiY,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-152.0,名不虛傳,The Real Legend,5.13a,6,"龍洞攀岩場＿名不虛傳 5.13a | https://www.youtube.com/watch?v=Jy0Jh6_XKFs
李光耀 嘗試 名不虛傳( The Real Legend 5.13a) uncut｜龍洞｜Rock Climbing Taiwan | https://www.youtube.com/watch?v=votbShRNHSc
名不虛傳 (The Real Legend)  5.13a 龍洞 | https://www.youtube.com/watch?v=mouzLVq_e9s
Taiwan Rock Climbing : The Real Legend/名不虛傳 (faling) | https://www.youtube.com/watch?v=mi1XqxzSdTs
思宇攀爬名不虛傳 龍洞 黃金谷 201608 | https://www.youtube.com/watch?v=wWY3409glyk
黃金谷 名不虛傳 5.13A | https://www.youtube.com/watch?v=B7bB1YykBbE
完攀名不虛傳(5.13A) by 小傑        https://www.youtube.com/watch?v=lcqv2t-Ux1I
2025/10/10 龍洞 黃金谷 名不虛傳        https://www.youtube.com/watch?v=cMatiQa5PM4",,
龍洞,黃金谷,LD-GOLDEN-VALLEY-153.0,無名氏,Mr. Anonymous,5.11d,5,"黃金谷｜盧明昱｜無名氏（5.11d）嘗試Onsight | https://www.youtube.com/watch?v=XlkYXJilScY
龍洞 - 黃金谷 - 無名氏(5.11d) | https://www.youtube.com/watch?v=GiRZwqzzjTU
攀岩 龍洞 黃金谷/無名氏 | https://www.youtube.com/watch?v=xzpdYg8TS-E
龍洞-黃金谷「無名氏」 | https://www.youtube.com/watch?v=TFW4we6123U
無名氏-黃金谷 | https://www.youtube.com/watch?v=z1XtLan79JI",,
龍洞,黃金谷,LD-GOLDEN-VALLEY-154.0,不方便,Inconvenient,5.11a,2,"黃金谷｜盧明昱｜不方便（5.11a） | https://www.youtube.com/watch?v=AtEapJneRv8
龍洞-黃金谷「不方便」	https://www.youtube.com/watch?v=qrFBdbXppFI",,
龍洞,黃金谷,LD-GOLDEN-VALLEY-155.0,非常不方便,Very Inconvenient,5.12a,1,KATE完攀非常不方便 。龍洞 黃金谷 | https://www.youtube.com/watch?v=wX6N9lR_zzQ,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-156.0,方便,Convenient,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-157.0,迫不及待,No Time to Wait,5.13a,1,迫不及待 | https://www.youtube.com/watch?v=bFZNSC1GlBw,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-158.0,楔石,Chockstone,5.12a,0,2014.04.06 小曼 RP 黃金谷 楔石 12A	https://www.youtube.com/watch?v=ih9WJOEkOwI,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-159.0,防彈背心,Kevlar Vest,5.10d,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-160.0,細帶比基尼,String Bikini,5.11a,1,龍洞 黃金谷細帶比基尼路線 後段 | https://www.youtube.com/watch?v=8CyXQhdA_sQ,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-161.0,丁字褲,Banana Hammock,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-162.0,泳帽,Latex Cap,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-163.0,岩角,Dihedral,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-164.0,黃金,Gold,5.11d,6,龍洞黃金谷164.黃金5.11d傳攀 | https://www.youtube.com/watch?v=ZlEHP4i8Deo,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-165.0,柳丁皮,Orange Peel,5.10a,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-166.0,熱身二,Warmup II,5.9,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-167.0,熱身一,Warmup I,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-168.0,入口8,Entrance Eight,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-169.0,繞著岩角走,Around the Corner,5.9,1,Long Dong - 169. Around The Corner 5.9 | https://www.youtube.com/watch?v=L8JiTCG-mCc,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-170.0,團隊合作,Teamwork,5.10c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-171.0,黃粱一夢,Aus der Traum,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-172.0,黃粱一夢 (起攀變化版),Aus der Traum (var. start),5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-173.0,優勝美地的想像,Yosemite Crack,5.10a,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-174.0,決不,Never,5.11a,0,"黃金谷｜盧明昱｜絕不（5.11a）Onsight        https://www.youtube.com/watch?v=CDXxhGQZ8DY
黃金谷｜陳怡安｜絕不（5.11a）難關	https://www.youtube.com/watch?v=0AXERXfnB40",,
龍洞,黃金谷,LD-GOLDEN-VALLEY-175.0,龍船尾,Dragon’s Back,5.10b,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-176.0,美好的雨天,One Fine Rainy Day,5.7,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-177.0,開光點睛,Dripping Dragon,5.7,1,20250615 龍洞 No 177 開光點睛 Dripping Dragon 5.7 初探 | https://www.youtube.com/watch?v=jy1WcoNVRLs,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-178.0,大廚,Smutje,5.6,0,龍洞傳攀 178.大廚	https://www.youtube.com/watch?v=Jn8KgFXChZQ,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-179.0,龍船首,Dragon’s Nose,5.8,0,"20240421 龍洞 黃金谷 龍船岩 Dragon's Nose 右邊（Mao）        https://www.youtube.com/watch?v=DUl3ggY6lOE
20240421 龍洞 黃金谷 龍船岩 Dragon's Nose 右邊（Rex）	https://www.youtube.com/watch?v=ZrvGdhlkjic",,
龍洞,黃金谷,LD-GOLDEN-VALLEY-180.0,Quartzriss,,5.7,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-181.0,美好的晴天,One Fine Sunny Day,5.6,1,20250615 龍洞 No 181 美好的晴天 One Fine Sunny Day 5.6 初探 | https://www.youtube.com/watch?v=icQZXthbtMk,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-182.0,留在船面上,Stay on the Dragon’s Face,5.8,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-183.0,史蒂芬的 13 號岩鞋,Stephan’s Size 13 Shoes,5.6,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-184.0,凹槽,Notch,5.6,1,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-185.0,套索,Lasso,5.7,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-186.0,幼龍,BabyDragon,5.4,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-187.0,尋情者,Cercatorid’emozioni,5.11c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-188.0,雙子裂隙,Twin Cracks,5.5,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-189.0,Matt 的主意,Matt’s Idea,5.11c,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-190.0,松鼠情挑,Squirrel Lust,5.11d,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-191.0,大頂,Cima Grande,5.11d,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-192.0,艾福瑞多之罪 (無人完攀),Colpa d'alfredo (Project),5.??,0,,,
龍洞,黃金谷,LD-GOLDEN-VALLEY-193.0,南面,South Face,5.6,1,,,